CNPJ,DENOM_SOCIAL,Data,TAB_X_TP_OPER,TAB_X_CLASSE_SERIE,TAB_X_VL_TOTAL,TAB_X_QT_COTA,TP_FUNDO_CLASSE
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
22.003.571/0001-12,INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
22.175.345/0001-19,FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS VIA MULTICRÉDITO RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada  |,400269.85,75.12,
22.175.345/0001-19,FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS VIA MULTICRÉDITO RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada  |,2480572.24,35.73,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 2,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.521.077/0001-02,CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie F,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
23.957.002/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
26.690.344/0001-63,FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
29.152.737/0001-01,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Senior Serie Unica,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
35.654.823/0001-15,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 0,0.0,0.0,
38.455.413/0001-33,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - SIMPAR,2023-11-30,Amortizações,Subclasse Subordinada  |,0.0,0.0,
38.455.413/0001-33,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - SIMPAR,2023-11-30,Amortizações,Subclasse Subordinada  |,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
39.669.950/0001-49,FIDC OCEANO MULTIESTRATÉGIA CONSIGNADOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
40.365.894/0001-38,PRODUTORES RURAIS RECEIVABLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada  |,0.0,0.0,
40.365.894/0001-38,PRODUTORES RURAIS RECEIVABLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-11-30,Amortizações,Subclasse Subordinada  |,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
